
THE FULL IAU 2000A NUTATION SERIES DATA - 1365 TERMS

The i column is NOT part of the actual data.  It is the reference index number
of the nutation series terms to which the subsequent 20 data elements apply.

=====================================================================================================================================================
                      FUNDAMENTAL ARGUMENT MULTIPLIERS                         LONGITUDE COMPONENTS IN ARC SEC      OBLIQUITY COMPONENTS IN ARC SEC
i    m01  m02  m03  m04  m05  m06  m07  m08  m09  m10  m11  m12  m13  m14        AA           BB          CC          DD           EE          FF
583    0    0    0    0    0    0    0    0    0   -1    0    0   -4    1    -0.0000007   0.0         0.0          0.0000003   0.0         0.0
584    0    0    0    0    0    0    0    0    0   -3    0    0   -2    1    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
585    0    0    0    0    0    0    0    0    0    0    0    0    3    2     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
586    0    0    0    0    0    0    0    0    0   -1    1    0    4    1     0.0000006   0.0         0.0         -0.0000003   0.0         0.0
587    0    0    0    0    0    0    0    0    0    1   -2    2    0    1    -0.0000006   0.0         0.0          0.0000003   0.0         0.0
588    0    0    0    0    0    0    0    0    0    0    1    0    3    0     0.0000006   0.0         0.0          0.0         0.0         0.0
589    0    0    0    0    0    0    0    0    0   -1    0    2    2    3     0.0000006   0.0         0.0         -0.0000001   0.0         0.0
590    0    0    0    0    0    0    0    0    0    0    0    2    2    2     0.0000005   0.0         0.0         -0.0000002   0.0         0.0
591    0    0    0    0    0    0    0    0    0   -2    0    2    2    2    -0.0000005   0.0         0.0          0.0000002   0.0         0.0
592    0    0    0    0    0    0    0    0    0   -1    1    2    2    0    -0.0000004   0.0         0.0          0.0         0.0         0.0
593    0    0    0    0    0    0    0    0    0    3    0    0    0    2    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
594    0    0    0    0    0    0    0    0    0    2    1    0    1    0     0.0000004   0.0         0.0          0.0         0.0         0.0
595    0    0    0    0    0    0    0    0    0    2   -1    2   -1    2     0.0000006   0.0         0.0         -0.0000003   0.0         0.0
596    0    0    0    0    0    0    0    0    0    0    0    2    0    1    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
597    0    0    0    0    0    0    0    0    0    0    0    3    0    3     0.0         0.0        -0.0000026    0.0         0.0        -0.0000011
598    0    0    0    0    0    0    0    0    0    0    0    3    0    2     0.0         0.0        -0.0000010    0.0         0.0        -0.0000005
599    0    0    0    0    0    0    0    0    0   -1    2    2    2    1     0.0000005   0.0         0.0         -0.0000003   0.0         0.0
600    0    0    0    0    0    0    0    0    0   -1    0    4    0    0    -0.0000013   0.0         0.0          0.0         0.0         0.0
601    0    0    0    0    0    0    0    0    0    1    2    2    0    1     0.0000003   0.0         0.0         -0.0000002   0.0         0.0
602    0    0    0    0    0    0    0    0    0    3    1    2   -2    1     0.0000004   0.0         0.0         -0.0000002   0.0         0.0
603    0    0    0    0    0    0    0    0    0    1    1    4   -2    2     0.0000007   0.0         0.0         -0.0000003   0.0         0.0
604    0    0    0    0    0    0    0    0    0   -2   -1    0    6    0     0.0000004   0.0         0.0          0.0         0.0         0.0
605    0    0    0    0    0    0    0    0    0    0   -2    0    4    0     0.0000005   0.0         0.0          0.0         0.0         0.0
606    0    0    0    0    0    0    0    0    0   -2    0    0    6    1    -0.0000003   0.0         0.0          0.0000002   0.0         0.0
607    0    0    0    0    0    0    0    0    0   -2   -2    2    4    2    -0.0000006   0.0         0.0          0.0000002   0.0         0.0
608    0    0    0    0    0    0    0    0    0    0   -3    2    2    2    -0.0000005   0.0         0.0          0.0000002   0.0         0.0
609    0    0    0    0    0    0    0    0    0    0    0    0    4    2    -0.0000007   0.0         0.0          0.0000003   0.0         0.0
610    0    0    0    0    0    0    0    0    0   -1   -1    2    3    2     0.0000005   0.0         0.0         -0.0000002   0.0         0.0
611    0    0    0    0    0    0    0    0    0   -2    0    2    4    0     0.0000013   0.0         0.0          0.0         0.0         0.0
612    0    0    0    0    0    0    0    0    0    2   -1    0    2    1    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
613    0    0    0    0    0    0    0    0    0    1    0    0    3    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
614    0    0    0    0    0    0    0    0    0    0    1    0    4    1     0.0000005   0.0         0.0         -0.0000002   0.0         0.0
615    0    0    0    0    0    0    0    0    0    0    1    0    4    0    -0.0000011   0.0         0.0          0.0         0.0         0.0
616    0    0    0    0    0    0    0    0    0    1   -1    2    1    2     0.0000005   0.0         0.0         -0.0000002   0.0         0.0
617    0    0    0    0    0    0    0    0    0    0    0    2    2    3     0.0000004   0.0         0.0          0.0         0.0         0.0
618    0    0    0    0    0    0    0    0    0    1    0    2    2    2     0.0000004   0.0         0.0         -0.0000002   0.0         0.0
619    0    0    0    0    0    0    0    0    0   -1    0    2    2    2    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
620    0    0    0    0    0    0    0    0    0   -2    0    4    2    1     0.0000006   0.0         0.0         -0.0000003   0.0         0.0
621    0    0    0    0    0    0    0    0    0    2    1    0    2    1     0.0000003   0.0         0.0         -0.0000002   0.0         0.0
622    0    0    0    0    0    0    0    0    0    2    1    0    2    0    -0.0000012   0.0         0.0          0.0         0.0         0.0
623    0    0    0    0    0    0    0    0    0    2   -1    2    0    0     0.0000004   0.0         0.0          0.0         0.0         0.0
624    0    0    0    0    0    0    0    0    0    1    0    2    1    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
625    0    0    0    0    0    0    0    0    0    0    1    2    2    0    -0.0000004   0.0         0.0          0.0         0.0         0.0
626    0    0    0    0    0    0    0    0    0    2    0    2    0    3     0.0000003   0.0         0.0          0.0         0.0         0.0
627    0    0    0    0    0    0    0    0    0    3    0    2    0    2     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
628    0    0    0    0    0    0    0    0    0    1    0    2    0    2    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
629    0    0    0    0    0    0    0    0    0    1    0    3    0    3     0.0         0.0        -0.0000005    0.0         0.0        -0.0000002
630    0    0    0    0    0    0    0    0    0    1    1    2    1    1    -0.0000007   0.0         0.0          0.0000004   0.0         0.0
631    0    0    0    0    0    0    0    0    0    0    2    2    2    2     0.0000006   0.0         0.0         -0.0000003   0.0         0.0
632    0    0    0    0    0    0    0    0    0    2    1    2    0    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
633    0    0    0    0    0    0    0    0    0    2    0    4   -2    1     0.0000005   0.0         0.0         -0.0000003   0.0         0.0
634    0    0    0    0    0    0    0    0    0    4    1    2   -2    2     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
635    0    0    0    0    0    0    0    0    0   -1   -1    0    6    0     0.0000003   0.0         0.0          0.0         0.0         0.0
636    0    0    0    0    0    0    0    0    0   -3   -1    2    6    2    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
637    0    0    0    0    0    0    0    0    0   -1    0    0    6    1    -0.0000005   0.0         0.0          0.0000003   0.0         0.0
638    0    0    0    0    0    0    0    0    0   -3    0    2    6    1    -0.0000003   0.0         0.0          0.0000002   0.0         0.0
639    0    0    0    0    0    0    0    0    0    1   -1    0    4    1    -0.0000003   0.0         0.0          0.0000002   0.0         0.0
640    0    0    0    0    0    0    0    0    0    1   -1    0    4    0     0.0000012   0.0         0.0          0.0         0.0         0.0
641    0    0    0    0    0    0    0    0    0   -2    0    2    5    2     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
642    0    0    0    0    0    0    0    0    0    1   -2    2    2    1    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
643    0    0    0    0    0    0    0    0    0    3   -1    0    2    0     0.0000004   0.0         0.0          0.0         0.0         0.0
644    0    0    0    0    0    0    0    0    0    1   -1    2    2    0     0.0000006   0.0         0.0          0.0         0.0         0.0
645    0    0    0    0    0    0    0    0    0    0    0    2    3    1     0.0000005   0.0         0.0         -0.0000003   0.0         0.0
646    0    0    0    0    0    0    0    0    0   -1    1    2    4    1     0.0000004   0.0         0.0         -0.0000002   0.0         0.0
647    0    0    0    0    0    0    0    0    0    0    1    2    3    2    -0.0000006   0.0         0.0          0.0000003   0.0         0.0
648    0    0    0    0    0    0    0    0    0   -1    0    4    2    1     0.0000004   0.0         0.0         -0.0000002   0.0         0.0
649    0    0    0    0    0    0    0    0    0    2    0    2    1    1     0.0000006   0.0         0.0         -0.0000003   0.0         0.0
650    0    0    0    0    0    0    0    0    0    5    0    0    0    0     0.0000006   0.0         0.0          0.0         0.0         0.0
651    0    0    0    0    0    0    0    0    0    2    1    2    1    2    -0.0000006   0.0         0.0          0.0000003   0.0         0.0
652    0    0    0    0    0    0    0    0    0    1    0    4    0    1     0.0000003   0.0         0.0         -0.0000002   0.0         0.0
653    0    0    0    0    0    0    0    0    0    3    1    2    0    1     0.0000007   0.0         0.0         -0.0000004   0.0         0.0
654    0    0    0    0    0    0    0    0    0    3    0    4   -2    2     0.0000004   0.0         0.0         -0.0000002   0.0         0.0
655    0    0    0    0    0    0    0    0    0   -2   -1    2    6    2    -0.0000005   0.0         0.0          0.0000002   0.0         0.0
656    0    0    0    0    0    0    0    0    0    0    0    0    6    0     0.0000005   0.0         0.0          0.0         0.0         0.0
657    0    0    0    0    0    0    0    0    0    0   -2    2    4    2    -0.0000006   0.0         0.0          0.0000003   0.0         0.0
658    0    0    0    0    0    0    0    0    0   -2    0    2    6    1    -0.0000006   0.0         0.0          0.0000003   0.0         0.0
659    0    0    0    0    0    0    0    0    0    2    0    0    4    1    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
660    0    0    0    0    0    0    0    0    0    2    0    0    4    0     0.0000010   0.0         0.0          0.0         0.0         0.0
661    0    0    0    0    0    0    0    0    0    2   -2    2    2    2    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
662    0    0    0    0    0    0    0    0    0    0    0    2    4    0     0.0000007   0.0         0.0          0.0         0.0         0.0
663    0    0    0    0    0    0    0    0    0    1    0    2    3    2     0.0000007   0.0         0.0         -0.0000003   0.0         0.0
664    0    0    0    0    0    0    0    0    0    4    0    0    2    0     0.0000004   0.0         0.0          0.0         0.0         0.0
665    0    0    0    0    0    0    0    0    0    2    0    2    2    0     0.0000011   0.0         0.0          0.0         0.0         0.0
666    0    0    0    0    0    0    0    0    0    0    0    4    2    2     0.0000005   0.0         0.0         -0.0000002   0.0         0.0
